taxid,name,rank
1268635,Legionella oakridgensis ATCC 33761 = DSM 21215,genome
765869,Bdellovibrio bacteriovorus W,genome
2547598,Marinobacter sp. JH2,species
1249474,Burkholderia pseudomallei MSHR511,genome
197482,Arcobacter halophilus,species
380,Sinorhizobium fredii,species
394,Sinorhizobium fredii NGR234,genome
1100841,Acinetobacter baumannii TYTH-1,genome
28884,Hydrogenovibrio,genus
265883,Hydrogenovibrio thermophilus,species
581,Morganella,genus
582,Morganella morganii,species
1124991,Morganella morganii subsp. morganii KT,genome
447792,Phytobacter,genus
395631,Phytobacter diazotrophicus,species
420953,Paraburkholderia megapolitana,species
475,Moraxella,genus
476,Moraxella bovis,species
84590,Taylorella asinigenitalis,species
1008459,Taylorella asinigenitalis MCE3,genome
2565556,Sphingopyxis sp. PAMC25046,species
557722,Pseudomonas aeruginosa LESB58,genome
2052938,Enterobacteriaceae bacterium S05,species
439851,Salmonella enterica subsp. enterica serovar Dublin CT_02021853,genome
2666185,Spiribacter sp. 2438,species
748672,Yersinia pseudotuberculosis PA3606,genome
35794,Rickettsia slovaca,species
941638,Rickettsia slovaca 13-B,genome
2082386,Methylibium sp. Pch-M,species
155892,Caulobacter vibrioides,species
190650,Caulobacter vibrioides CB15 (Caulobacter crescentus CB15),genome
191028,Leisingera,genus
1396826,Leisingera aquaemixtae,species
404011,Shewanella piezotolerans,species
225849,Shewanella piezotolerans WP3,genome
1549949,Bradyrhizobium vignae,species
1338411,Rickettsia rickettsii R,genome
28173,Vibrio nigripulchritudo,species
450,Legionella longbeachae,species
661367,Legionella longbeachae NSW150,genome
255526,Halothiobacillaceae,family
109262,Halothiobacillus,genus
927,Halothiobacillus neapolitanus,species
555778,Halothiobacillus neapolitanus c2,genome
913109,Arcobacter ellisii,species
2267264,Alteromonas sp. RKMC-009,species
1010676,Candidatus Tremblaya phenacola,species
1266371,Candidatus Tremblaya phenacola PAVE,genome
1133853,Escherichia coli O104:H4 2009EL-2071 (EAEC),genome
1108595,Chromobacterium vaccinii,species
32,Myxococcus,genus
1297742,Myxococcus hansupus,species
665029,Erwinia amylovora CFBP1430,genome
680,Vibrio campbellii,species
338187,Vibrio campbellii ATCC BAA-1116 (Vibrio harveyi ATCC BAA-1116),genome
1960084,Rodentibacter,genus
1906744,Rodentibacter heylii,species
2579977,Brevundimonas sp. SGAir0440,species
61651,Serratia ficaria,species
640512,Burkholderia sp. CCGE1003,species
72173,Citromicrobium,genus
1634516,Citromicrobium sp. JL477,species
1321370,Idiomarina loihiensis GSL 199,genome
2705399,Hypericibacter,genus
2602015,Hypericibacter terrae,species
1785128,Acinetobacter lactucae,species
1036172,Arcobacter butzleri 7h1h,genome
13373,Burkholderia mallei,species
320389,Burkholderia mallei NCTC 10247,genome
152500,Burkholderia dolosa,species
350701,Burkholderia dolosa AU0158,genome
1690485,Betaproteobacteria bacterium UKL13-2,species
351745,Shewanella sp. W3-18-1,species
413497,Cronobacter dublinensis,species
1159554,Cronobacter dublinensis subsp. dublinensis LMG 23823,genome
1913578,Sphingopyxis sp. LPB0140,species
1248726,Helicobacter pylori OK310,genome
258594,Rhodopseudomonas palustris CGA009,genome
231454,Dyella,genus
445710,Dyella thiooxydans,species
1749259,Marinobacter sp. LQ44,species
93378,Edwardsiella hoshinae,species
213,Helicobacter cinaedi,species
1172562,Helicobacter cinaedi PAGU611,genome
1030157,Sphingomonas sp. KC8,species
1532555,Brevundimonas sp. DS20,species
40216,Acinetobacter radioresistens,species
80842,Herbaspirillum rubrisubalbicans,species
1078773,Herbaspirillum rubrisubalbicans M1,genome
2027405,Azoarcus sp. DD4,species
743973,Taylorella equigenitalis ATCC 35865,genome
204038,Dickeya dadantii,species
198628,Dickeya dadantii 3937,genome
334852,Methylobacterium oryzae,species
693986,Methylobacterium oryzae CBMB20,genome
174951,Ramlibacter,genus
94132,Ramlibacter tataouinensis,species
365046,Ramlibacter tataouinensis TTB310,genome
1176536,Novosphingobium ginsenosidimutans,species
1055529,Helicobacter pylori Puno135,genome
50719,Vibrio diabolicus,species
640030,Neisseria zalophi,species
168934,Thalassospira,genus
220697,Thalassospira xiamenensis,species
1123366,Thalassospira xiamenensis M-5 = DSM 17429,genome
85076,Marichromatium,genus
37487,Marichromatium purpuratum,species
765910,Marichromatium purpuratum 984,genome
1290427,Rickettsia prowazekii NMRC Madrid E,genome
1053,Halorhodospira halophila,species
349124,Halorhodospira halophila SL1,genome
29430,Acinetobacter haemolyticus,species
585,Proteus vulgaris,species
152297,Pseudoalteromonas issachenkonii,species
449216,Rickettsia prowazekii Rp22,genome
567106,Campylobacter jejuni subsp. jejuni IA3902,genome
100901,Wolbachia endosymbiont of Onchocerca ochengi,species
544404,Escherichia coli O157:H7 TW14359 (EHEC),genome
1041,Erythrobacter,genus
192812,Erythrobacter flavus,species
762,Avibacterium volantium,species
1961362,Sphingomonas sp. NIC1,species
2042057,Pectobacterium polaris,species
316055,Rhodopseudomonas palustris BisA53,genome
1296536,Enterobacter hormaechei subsp. xiangfangensis LMG27195,genome
2505970,Campylobacter armoricus,species
48935,Novosphingobium aromaticivorans,species
279238,Novosphingobium aromaticivorans DSM 12444,genome
2026199,Paraburkholderia aromaticivorans,species
367771,Marinovum,genus
42444,Marinovum algicola,species
988812,Marinovum algicola DG 898,genome
1333850,Enterobacter cloacae ECNIH2,genome
1160717,Salmonella enterica subsp. enterica serovar Heidelberg B182,genome
288793,Salinimonas,genus
2572577,Salinimonas sp. KX18D6,species
96563,Pseudomonas stutzeri ATCC 17588 = LMG 11199,genome
1827195,Caballeronia,genus
2705547,Caballeronia sp. SBC2,species
260714,Campylobacter insulaenigrae,species
1031564,Campylobacter insulaenigrae NCTC 12927,genome
563041,Helicobacter pylori G27,genome
553,Pantoea ananatis,species
1095774,Pantoea ananatis PA13,genome
316057,Rhodopseudomonas palustris BisB5,genome
1112912,Brucella suis VBI22,genome
106592,Ensifer adhaerens,species
1416753,Ensifer adhaerens OV14,genome
1621534,Paraglaciecola,genus
326544,Paraglaciecola psychrophila,species
1129794,Paraglaciecola psychrophila 170 (Glaciecola psychrophila 170),genome
198620,Pseudomonas koreensis,species
1312904,Legionella pneumophila subsp. pneumophila LPE509 (Legionella pneumophila subsp. pneumophila Philadelphia 1),genome
1105098,Rickettsia prowazekii GvV257,genome
2023229,Porphyrobacter sp. HT-58-2,species
1089456,Pseudomonas aeruginosa NCGM2.S1,genome
360528,Pelagibaca,genus
1250539,Pelagibaca abyssi,species
214906,Histophilus,genus
731,Histophilus somni,species
205914,Histophilus somni 129PT (Haemophilus somnus 129PT),genome
482957,Burkholderia lata,species
2033438,Serratia sp. MYb239,species
51161,Actinobacillus delphinicola,species
1407462,Helicobacter pylori BM012A,genome
515256,Bartonella sp. 1-1C,species
981386,Brucella vulpis,species
366649,Xanthomonas citri pv. fuscans 4834-R (Xanthomonas fuscans subsp. fuscans 4834-R),genome
242606,Luteibacter rhizovicinus,species
1440763,Luteibacter rhizovicinus DSM 16549 LJ96T (Luteibacter rhizovicinus LJ96T),genome
743714,Orbus,genus
1635327,Orbus sp. IPMB12,species
1283330,Azotobacter vinelandii CA,genome
1612157,Pararhodospirillum,genus
1084,Pararhodospirillum photometricum,species
1150469,Pararhodospirillum photometricum DSM 122 (Rhodospirillum photometricum DSM 122),genome
570508,Helicobacter pylori P12,genome
305976,Pusillimonas,genus
2716226,Pusillimonas sp. DMV24BSW_D,species
391774,Desulfovibrio vulgaris DP4,genome
2048283,Thalassospira marina,species
228,Pseudoalteromonas haloplanktis,species
326442,Pseudoalteromonas translucida TAC125 (Pseudoalteromonas haloplanktis TAC125),genome
209261,Salmonella enterica subsp. enterica serovar Typhi Ty2,genome
83614,Luteimonas,genus
2006110,Luteimonas sp. 100111,species
364409,Granulibacter,genus
364410,Granulibacter bethesdensis,species
1051974,Granulibacter bethesdensis CGDNIH2,genome
1134782,Escherichia coli O104:H4 2009EL-2050 (EAEC),genome
568394,Pseudogulbenkiania,genus
748280,Pseudogulbenkiania sp. NH8B,species
360094,Xanthomonas oryzae pv. oryzae PXO99A,genome
1171376,Salmonella enterica subsp. enterica serovar Typhimurium U288,genome
1249531,Mannheimia haemolytica USDA-ARS-USMARC-183,genome
234831,Pseudoalteromonas sp. SM9913,species
1412840,Anaplasma marginale Gypsy Plains,genome
108980,Acinetobacter ursingii,species
1514074,Pseudoalteromonas sp. NC201,species
1448139,Aeromonas hydrophila YL17,genome
511678,Aliivibrio,genus
668,Aliivibrio fischeri,species
312309,Aliivibrio fischeri ES114 (Vibrio fischeri ES114),genome
546,Citrobacter freundii,species
1333848,Citrobacter freundii CFNIH1,genome
587753,Pseudomonas chlororaphis,species
2321111,Aliiarcobacter,genus
1935204,[Arcobacter] porcinus,species
373,Agrobacterium vitis,species
311402,Agrobacterium vitis S4,genome
1670800,Mesorhizobium oceanicum,species
33057,Thauera,genus
96773,Thauera chlorobenzoica,species
33050,Sphingopyxis macrogoltabida,species
335928,Xanthobacteraceae,family
279,Xanthobacter,genus
280,Xanthobacter autotrophicus,species
78245,Xanthobacter autotrophicus Py2,genome
101564,Pseudomonas alcaliphila,species
741155,Pseudomonas alcaliphila JAB1,genome
2547601,Porphyrobacter sp. YT40,species
60552,Burkholderia vietnamiensis,species
1449978,Burkholderia vietnamiensis LMG 10929,genome
191301,Caminibacter,genus
291048,Caminibacter mediatlanticus,species
391592,Caminibacter mediatlanticus TB-2,genome
720,Actinobacillus lignieresii,species
2661818,Saliniradius,genus
2183582,Saliniradius amylolyticus,species
1124936,Salmonella enterica subsp. enterica serovar Heidelberg 41578,genome
1920114,Leclercia sp. LSNIH1,species
1871111,Acinetobacter defluvii,species
1432652,Francisella tularensis subsp. holarctica PHIT-FT049,genome
79967,Erwinia pyrifoliae,species
634499,Erwinia pyrifoliae Ep1/96,genome
2008793,Sterolibacteriaceae,family
378210,Methyloversatilis,genus
1842540,Methyloversatilis sp. RAC08,species
2676233,Sphingosinithalassobacter,genus
2711215,Sphingosinithalassobacter sp. zrk23,species
1442155,Ferrovales,order
1442156,Ferrovaceae,family
416212,Ferrovum,genus
416213,Ferrovum myxofaciens,species
948,Anaplasma phagocytophilum,species
212042,Anaplasma phagocytophilum HZ,genome
910348,Escherichia coli P12b,genome
1789224,Acinetobacter larvae,species
475662,Halomonas beimenensis,species
2172100,Limnobaculum,genus
2172103,Limnobaculum parvum,species
263819,Yersinia aleksiciae,species
110321,Sinorhizobium medicae,species
366394,Sinorhizobium medicae WSM419,genome
205844,Novosphingobium pentaromativorans,species
1088721,Novosphingobium pentaromativorans US6-1,genome
2182384,Erythrobacter aureus,species
257363,Rickettsia typhi Wilmington (ATCC VR-144),genome
67824,Citrobacter farmeri,species
2293862,Ruegeria sp. AD91A,species
204619,Candidatus Nardonella,genus
1972134,endosymbiont of Sipalinus gigas,species
1920191,Delftia sp. HK171,species
35792,Rickettsia parkeri,species
1105108,Rickettsia parkeri Portsmouth,genome
931202,Candidatus Liberibacter asiaticus Ishi-1,genome
1813821,Shigella sp. PAMC 28760,species
80854,Moritella viscosa,species
267128,Sphingopyxis granuli,species
603050,Arcobacter mytili,species
1032238,Malaciobacter mytili LMG 24559,genome
1632780,Phreatobacter,genus
1940610,Phreatobacter stygius,species
80849,Wolbachia endosymbiont of Brugia malayi,species
292805,Wolbachia sp. wBm,genome
366602,Caulobacter sp. K31,species
747,Pasteurella multocida,species
52443,Vibrio tapetis,species
1671868,Vibrio tapetis subsp. tapetis Vibrio tapetis CECT4600,genome
644651,Erwinia pyrifoliae DSM 12163,genome
423368,Salmonella enterica subsp. enterica serovar Newport SL254,genome
2025617,Ketobacter,genus
1917421,Ketobacter alkanivorans,species
1855519,Sphingobium sp. EP60837,species
1089444,Dickeya solani,species
1225786,Dickeya solani IPO 2222,genome
129577,Oceanimonas,genus
511062,Oceanimonas sp. GK1,species
53399,Hyphomicrobium denitrificans,species
582899,Hyphomicrobium denitrificans ATCC 51888,genome
945844,Massilia oculi,species
694569,Aggregatibacter actinomycetemcomitans D7S-1,genome
39766,Sulfurimonas denitrificans,species
326298,Sulfurimonas denitrificans DSM 1251,genome
217203,Achromobacter spanius,species
1649499,Swingsia,genus
1293412,Swingsia samuiensis,species
39960,Erythrobacter litoralis,species
314225,Erythrobacter litoralis HTCC2594,genome
1977852,Bordetella sp. J329,species
142058,Anaplasma ovis,species
1248439,Anaplasma ovis Haibei,genome
1795874,Burkholderia sp. PAMC 28687,species
1193729,Candidatus Endolissoclinum faulkneri L2,genome
739,Aggregatibacter segnis,species
888057,Aggregatibacter segnis ATCC 33393,genome
213485,Micavibrio,genus
349221,Micavibrio aeruginosavorus,species
856793,Micavibrio aeruginosavorus ARL-13,genome
1775691,Cetia,genus
1424653,Cetia pacifica,species
28141,Cronobacter sakazakii,species
884214,Candidatus Zinderia,genus
884215,Candidatus Zinderia insecticola,species
871271,Candidatus Zinderia insecticola CARI,genome
6,Azorhizobium,genus
7,Azorhizobium caulinodans,species
438753,Azorhizobium caulinodans ORS 571,genome
44574,Nitrosomonas communis,species
545,Citrobacter koseri,species
290338,Citrobacter koseri ATCC BAA-895,genome
2584094,Sphingorhabdus sp. SMR4y,species
29447,Xanthomonas albilineans,species
380358,Xanthomonas albilineans GPE PC73,genome
2136182,Acinetobacter cumulans,species
1163741,Helicobacter pylori Shi169,genome
195,Campylobacter coli,species
1183379,Campylobacter coli RM4661,genome
198804,Buchnera aphidicola Sg,genome
456,Legionella jordanis,species
1081,Rhodospirillum,genus
1085,Rhodospirillum rubrum,species
1036743,Rhodospirillum rubrum F11,genome
384,Rhizobium leguminosarum,species
395492,Rhizobium leguminosarum bv. trifolii WSM2304,genome
122355,Pseudomonas psychrophila,species
1917485,Sulfitobacter sp. AM1-D1,species
1921002,Holosporales,order
1777752,Candidatus Paracaedibacteraceae,family
1521255,Candidatus Paracaedibacter,genus
91604,Candidatus Paracaedibacter acanthamoebae,species
34003,Paracoccus aminophilus,species
1367847,Paracoccus aminophilus JCM 7686,genome
82984,Pragia,genus
2498113,Pragia sp. CF-458,species
434924,Coxiella burnetii CbuK_Q154,genome
1308541,Xanthomonas citri subsp. citri A306,genome
861208,Agrobacterium sp. H13-3,species
1692040,Acidiferrobacterales,order
1692041,Acidiferrobacteraceae,family
1692042,Sulfurifustis,genus
1675686,Sulfurifustis variabilis,species
697331,Basfia,genus
653940,Basfia succiniciproducens,species
877468,Salmonella enterica subsp. enterica serovar Newport USMARC-S3124.1,genome
340,Xanthomonas campestris pv. campestris B100,genome
133924,Leisingera methylohalidivorans,species
999552,Leisingera methylohalidivorans DSM 14336 MB2,genome
1249654,Ehrlichia chaffeensis Osceola,genome
262698,Brucella abortus bv. 1 9-941,genome
1037409,Bradyrhizobium japonicum USDA 6,genome
2561924,Brevundimonas sp. MF30-B,species
1810868,Mycoavidus,genus
1553431,Mycoavidus cysteinexigens,species
2020311,Rhizobium sp. Kim5,species
1225522,Salmonella enterica subsp. enterica serovar Gallinarum/pullorum CDC1983-67,genome
1720344,Psychrobacter sp. AntiMn-1,species
115808,Bradyrhizobium sp. ORS 285,species
66821,Sulfurospirillum multivorans,species
1150621,Sulfurospirillum multivorans DSM 12446,genome
480,Moraxella catarrhalis,species
2571749,Novosphingobium sp. ABRDHK2,species
292913,Sphingopyxis sp. 113P3,species
1160720,Alteromonas stellipolaris LMG 21856,genome
290633,Gluconobacter oxydans 621H,genome
41514,Salmonella enterica subsp. arizonae serovar 62:z4,genome
2739434,Chitinibacter sp. 2T18,species
449972,Chelativorans,genus
266779,Chelativorans sp. BNC1,species
374931,Haemophilus influenzae PittGG (nontypeable),genome
458234,Francisella tularensis subsp. holarctica FTNF002-00,genome
1827478,Youhaiella,genus
1447062,Youhaiella tibetensis,species
93064,Sphingomonas koreensis,species
134536,Paraburkholderia caledonica,species
29570,Halomonas meridiana,species
2650549,Hydrocarboniclastica,genus
2259620,Hydrocarboniclastica marina,species
35788,Rickettsia africae,species
347255,Rickettsia africae ESF-5,genome
418136,Francisella tularensis subsp. tularensis WY96-3418,genome
565050,Caulobacter vibrioides NA1000 (Caulobacter crescentus NA1000),genome
80852,Aliivibrio wodanis,species
944547,Arcobacter sp. L,species
155864,Escherichia coli O157:H7 EDL933 (EHEC),genome
192073,Shewanella denitrificans,species
318161,Shewanella denitrificans OS217,genome
34073,Variovorax paradoxus,species
1246301,Variovorax paradoxus B4,genome
1849530,Oblitimonas,genus
1697053,Oblitimonas alkaliphila,species
53392,Thiodictyon,genus
1166950,Candidatus Thiodictyon syntrophicum,species
1853278,Neisseria chenwenguii,species
1921565,Proteus sp. CD3,species
82986,Tatumella,genus
82987,Tatumella ptyseos,species
269260,Nitratifractor,genus
269261,Nitratifractor salsuginis,species
749222,Nitratifractor salsuginis DSM 16511,genome
2163011,Bordetella sp. HZ20,species
117207,Sphingopyxis alaskensis,species
317655,Sphingopyxis alaskensis RB2256,genome
28067,Rubrivivax,genus
28068,Rubrivivax gelatinosus,species
983917,Rubrivivax gelatinosus IL144,genome
1338032,Vibrio parahaemolyticus O1:K33 CDC_K4557,genome
141948,Thermomonas,genus
215691,Thermomonas brevis,species
332056,Sphingobium japonicum,species
452662,Sphingobium japonicum UT26S,genome
1608298,Thiolapillus,genus
1076588,Thiolapillus brandeum,species
907238,Helicobacter pylori India7,genome
762296,Methylovulum,genus
1704499,Methylovulum psychrotolerans,species
1611770,Pseudomonas sp. MRSN12121,species
1193292,Klebsiella pneumoniae subsp. pneumoniae 1084 (serotype K1),genome
1163742,Helicobacter pylori PeCan18,genome
1458476,Xanthomonas oryzae pv. oryzae PXO86,genome
520455,Brucella abortus bv. 9 C68,genome
45498,Helicobacter cholecystus,species
1232394,Francisella tularensis subsp. holarctica F92,genome
45067,Legionella lansingensis,species
1703962,Rhizobium sp. N1341,species
955,Wolbachia pipientis,species
1116230,Wolbachia pipientis wAlbB,genome
478070,Labrenzia,genus
187304,Labrenzia aggregata,species
909420,Neisseria meningitidis H44/76 (serogroup B),genome
401614,Francisella tularensis subsp. novicida U112,genome
1420013,Klebsiella pneumoniae 30684/NJST258_2,genome
196024,Aeromonas dhakensis,species
1382921,Helicobacter pylori oki112,genome
90371,Salmonella enterica subsp. enterica serovar Typhimurium 138736,genome
85402,Mannheimia granulomatis,species
1105102,Rickettsia rickettsii Colombia,genome
160492,Xylella fastidiosa 9a5c,genome
1105112,Rickettsia massiliae AZT80,genome
1132496,Pasteurella multocida subsp. multocida HN06,genome
535744,Cronobacter universalis,species
1074000,Cronobacter universalis NCTC 9529,genome
60137,Sulfitobacter pontiacus,species
416,Methylomonas,genus
421,Methylomonas methanica,species
857087,Methylomonas methanica MC09,genome
213468,Syntrophaceae,family
2357,Desulfomonile,genus
2358,Desulfomonile tiedjei,species
706587,Desulfomonile tiedjei DSM 6799,genome
150340,Vibrio antiquarius,species
1001542,Francisella tularensis subsp. tularensis TIGB03,genome
60961,Shewanella woodyi,species
392500,Shewanella woodyi ATCC 51908,genome
215579,Schlegelella,genus
215580,Schlegelella thermodepolymerans,species
439855,Escherichia coli SMS-3-5 (environmental isolate),genome
147645,Paracoccus yeei,species
227873,Pannonibacter,genus
121719,Pannonibacter phragmitetus,species
39,Archangiaceae,family
42,Cystobacter,genus
43,Cystobacter fuscus,species
407217,Aquitalea,genus
332411,Aquitalea magnusonii,species
257438,Gluconobacter thailandicus,species
202747,Sulfurimonas autotrophica,species
563040,Sulfurimonas autotrophica DSM 16294,genome
363952,Comamonas thiooxydans,species
2571159,Mycetohabitans,genus
412963,Paraburkholderia rhizoxinica,species
882378,Mycetohabitans rhizoxinica HKI 454 (Burkholderia rhizoxinica HKI 454),genome
2249302,Francisella marina,species
1211705,Vibrio parahaemolyticus BB22OP,genome
2213226,Pseudomonas sp. QZS01,species
29484,Yersinia frederiksenii,species
1454377,Yersinia frederiksenii Y225,genome
532,Beijerinckia,genus
533,Beijerinckia indica,species
395963,Beijerinckia indica subsp. indica ATCC 9039,genome
1500686,Pseudomonas sp. Os17,species
1262462,Yersinia enterocolitica (type O:5) YE53/03,genome
353,Azotobacter chroococcum,species
1328314,Azotobacter chroococcum NCIMB 8003,genome
483,Neisseria cinerea,species
224379,Hahellaceae,family
158481,Hahella,genus
1628392,Hahella sp. KA22,species
916,Nitrosomonas eutropha,species
335283,Nitrosomonas eutropha C91,genome
430066,Brucella abortus S19,genome
1234545,Parasphingopyxis,genus
2026624,Parasphingopyxis algicola,species
359407,Methylotenera,genus
1055487,Methylotenera versatilis,species
666681,Methylotenera versatilis 301,genome
689,Vibrio mediterranei,species
88688,Caulobacter segnis,species
509190,Caulobacter segnis ATCC 21756,genome
1177712,Komagataeibacter medellinensis,species
634177,Komagataeibacter medellinensis NBRC 3288 (Gluconacetobacter xylinus NBRC 3288),genome
1778540,Dickeya fangzhongdai,species
1752398,Ensifer alkalisoli,species
330734,Marinobacter psychrophilus,species
56426,Bartonella clarridgeiae,species
696125,Bartonella clarridgeiae 73,genome
413997,Escherichia coli B REL606,genome
1134456,Vibrio cholerae O1 IEC224,genome
882,Desulfovibrio vulgaris Hildenborough,genome
1163710,Cronobacter condimenti,species
1073999,Cronobacter condimenti 1330 LMG 26250,genome
392021,Rickettsia rickettsii Sheila Smith,genome
1564138,Aliiarcobacter faecis,species
273123,Yersinia pseudotuberculosis IP 32953 (serotype I),genome
28885,Hydrogenovibrio marinus,species
1104320,Brucella abortus A13334,genome
1216976,Achromobacter xylosoxidans NBRC 15126 = ATCC 27061,genome
1639133,Citrobacter portucalensis,species
35790,Rickettsia japonica,species
652620,Rickettsia japonica YH,genome
197575,Haemophilus aegyptius,species
718274,Salmonella enterica subsp. enterica serovar Typhimurium T000240,genome
1137651,Xanthomonas citri subsp. citri Aw12879,genome
589873,Alteromonas australica,species
1294143,Pseudomonas sp. ATCC 13867,species
71421,Haemophilus influenzae Rd KW20 (serotype d),genome
2587851,Erythrobacter sp. THAF29,species
693982,Sinorhizobium meliloti AK83,genome
579112,Vibrio cholerae O1 M66-2,genome
929812,Gibbsiella,genus
929813,Gibbsiella quercinecans,species
2071710,Enterobacter sichuanensis,species
1265350,Buchnera aphidicola BAg,genome
184914,Corallococcus coralloides,species
1144275,Corallococcus coralloides DSM 2259,genome
83455,Myxococcus stipitatus,species
1278073,Myxococcus stipitatus DSM 14675,genome
1842532,Pelobacter sp. SFB93,species
1560339,Enterobacter sp. E20,species
1191061,Klebsiella michiganensis E718,genome
28090,Acinetobacter lwoffii,species
88,Leptothrix,genus
34029,Leptothrix cholodnii,species
395495,Leptothrix cholodnii SP-6,genome
345073,Vibrio cholerae O1 O395,genome
1300257,Alteromonas mediterranea U8 (Alteromonas macleodii Ionian Sea U8),genome
99,Ancylobacter,genus
1745854,Ancylobacter pratisalsi,species
360109,Campylobacter jejuni subsp. doylei 269.97,genome
944546,Arcobacter butzleri ED-1,genome
230089,Photorhabdus thracensis,species
485,Neisseria gonorrhoeae,species
242231,Neisseria gonorrhoeae FA 1090,genome
262324,Lysobacter gummosus,species
195099,Campylobacter jejuni RM1221,genome
418223,Methylobacterium phyllosphaerae,species
1006551,Klebsiella michiganensis KCTC 1686,genome
13690,Sphingobium yanoikuyae,species
321314,Salmonella enterica subsp. enterica serovar Choleraesuis SC-B67,genome
1356861,Francisella orientalis LADL--07-285A (Francisella noatunensis subsp. orientalis LADL--07-285A),genome
29433,Moraxella ovis,species
190486,Xanthomonas citri pv. citri 306 (Xanthomonas axonopodis pv. citri 306),genome
28087,Legionella sainthelensi,species
157779,Kushneria marisflavi,species
1167634,Achromobacter xylosoxidans NH44784-1996,genome
1097668,Burkholderia sp. YI23,species
208964,Pseudomonas aeruginosa PAO1,genome
1300259,Alteromonas mediterranea UM4b (Alteromonas macleodii Ionian Sea UM4b),genome
1284657,Planktomarina,genus
1284658,Planktomarina temperata,species
666509,Planktomarina temperata RCA23,genome
32257,Kingella,genus
505,Kingella oralis,species
84565,Sodalis,genus
1486991,Candidatus Sodalis pierantonius,species
2342,Candidatus Sodalis pierantonius SOPE,genome
1193515,Snodgrassella,genus
1196083,Snodgrassella alvi,species
1196094,Snodgrassella alvi wkB2,genome
1173427,Salmonella enterica subsp. enterica serovar Bareilly CFSAN000189,genome
249188,Haemophilus pittmaniae,species
44255,Bradyrhizobium oligotrophicum,species
1245469,Bradyrhizobium oligotrophicum S58 (Agromonas oligotrophica S58),genome
379731,Pseudomonas stutzeri A1501,genome
1686310,Bartonella apis,species
1827481,Enterobacter sp. ODB01,species
150203,Blastomonas,genus
1550728,Blastomonas fulva,species
439843,Salmonella enterica subsp. enterica serovar Schwarzengrund CVM19633,genome
1759417,Pseudohalocynthiibacter,genus
1591409,Pseudohalocynthiibacter aestuariivivens,species
1867715,Bosea sp. Tri-49,species
356837,Azoarcus sp. DN11,species
638,Arsenophonus nasoniae,species
1249655,Ehrlichia chaffeensis Saint Vincent,genome
334107,Conchiformibius,genus
153493,Conchiformibius steedae,species
1380767,Campylobacter jejuni subsp. jejuni 00-2426,genome
2259340,Paracoccus sp. SC2-6,species
300268,Shigella boydii Sb227 (serotype 4),genome
2303538,Salinimonas sediminis,species
1249650,Ehrlichia chaffeensis West Paces,genome
290847,Helicobacter pylori 51,genome
1678678,Burkholderia sp. HB1,species
449732,Litoricolaceae,family
418700,Litoricola,genus
418701,Litoricola lipolytica,species
758793,Burkholderia insecticola,species
662598,Neisseria meningitidis alpha14 (contains capsule null locus),genome
1166130,Enterobacter sp. R4-368,species
271097,Shewanella sediminis,species
425104,Shewanella sediminis HAW-EB3,genome
1420917,Marinobacter salarius,species
60548,Paraburkholderia graminis,species
40269,Aliivibrio salmonicida,species
316275,Aliivibrio salmonicida LFI1238,genome
264203,Zymomonas mobilis subsp. mobilis ZM4,genome
1184253,Anaplasma phagocytophilum HZ2,genome
539329,Francisella philomiragia subsp. philomiragia ATCC 25015 O#319L,genome
1816219,Colwellia sp. PAMC 21821,species
225992,Comamonas kerstersii,species
39956,Methylobacterium mesophilicum,species
908290,Methylobacterium mesophilicum SR1.6/6,genome
1311760,Mannheimia haemolytica D174,genome
226665,Rickettsia heilongjiangensis,species
1032845,Rickettsia heilongjiangensis 054,genome
676,Vibrio fluvialis,species
323413,Dokdonella,genus
323415,Dokdonella koreensis,species
1300342,Dokdonella koreensis DS-123,genome
1897649,Pistricoccus,genus
1883414,Pistricoccus aurantiacus,species
29407,Rhodoplanes,genus
674703,Rhodoplanes sp. Z2-YC6860,species
374833,Neisseria meningitidis 053442 (serogroup C),genome
431944,Magnetospirillum gryphiswaldense MSR-1,genome
667013,Candidatus Carsonella ruddii DC,genome
1395974,Tardiphaga,genus
943830,Tardiphaga robiniae,species
585396,Escherichia coli O111:H- 11128 (EHEC),genome
387662,Candidatus Carsonella ruddii PV,genome
1868589,Phreatobacter cathodiphilus,species
1803865,Thiomicrospira sp. S5,species
89404,Glaciecola,genus
300231,Glaciecola nitratireducens,species
1085623,Glaciecola nitratireducens FR1064,genome
580370,Zetaproteobacteria,class
580371,Mariprofundales,order
580372,Mariprofundaceae,family
377315,Mariprofundus,genus
1921086,Mariprofundus aestuarium,species
213117,Desulfohalobiaceae,family
45662,Desulfohalobium,genus
45663,Desulfohalobium retbaense,species
485915,Desulfohalobium retbaense DSM 5692,genome
34018,Rhodospirillum centenum,species
414684,Rhodospirillum centenum SW,genome
1463158,Thermomonas carbonis,species
2681309,Leclercia sp. 1106151,species
49,Polyangiaceae,family
50,Chondromyces,genus
52,Chondromyces crocatus,species
414371,Aureimonas,genus
1349819,Aureimonas sp. AU20,species
1842536,Agrobacterium sp. RAC06,species
82982,Obesumbacterium,genus
82983,Obesumbacterium proteus,species
452659,Rickettsia rickettsii Iowa,genome
70864,Shewanella pealeana,species
398579,Shewanella pealeana ATCC 700345,genome
