ko_id,name,label
K05884,"L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]",ko
K22952,"L-tyrosine isonitrile synthase [EC:4.1.99.24]",ko
K20173,"RILP-like protein 1",ko
K17879,"peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]",ko
K11979,"E3 ubiquitin-protein ligase UBR7 [EC:2.3.2.27]",ko
K07915,"Ras-related protein Rab-28",ko
K02221,"YggT family protein",ko
K03641,"TolB protein",ko
K15631,"molybdenum cofactor sulfurtransferase [EC:2.8.1.9]",ko
K01925,"UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]",ko
K22670,"bone morphogenetic protein 10",ko
K17904,"type II thyroxine 5'-deiodinase [EC:1.21.99.4]",ko
K08324,"succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]",ko
K00712,"poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]",ko
K04997,"potassium inwardly-rectifying channel subfamily J member 3",ko
K12173,"BRCA1-A complex subunit BRE",ko
K05928,"tocopherol O-methyltransferase [EC:2.1.1.95]",ko
K01174,"micrococcal nuclease [EC:3.1.31.1]",ko
K17763,"rsbT co-antagonist protein RsbR",ko
K15836,"formate hydrogenlyase transcriptional activator",ko
K14966,"host cell factor",ko
K17166,"microRNA 204",ko
K18917,"mycoredoxin [EC:1.20.4.3]",ko
K11404,"histone deacetylase 3 [EC:3.5.1.98]",ko
K08304,"membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]",ko
K22946,"ent-8alpha-hydroxylabd-13-en-15-yl diphosphate synthase [EC:4.2.1.173]",ko
K21458,"pavine N-methyltransferase [EC:2.1.1.300]",ko
K17366,"microRNA 28",ko
K10354,"actin, alpha skeletal muscle",ko
K18872,"sRNA antisense regulator of ShoB protein",ko
K12080,"type IV secretion system protein PtlC [EC:7.4.2.8]",ko
K04504,"peroxisome proliferator-activated receptor delta",ko
K14371,"avermectin polyketide synthase AveA1",ko
K20052,"low-density lipoprotein receptor-related protein 8",ko
K07041,"uncharacterized protein",ko
K04402,"growth arrest and DNA-damage-inducible protein",ko
K22388,"NGFI-A-binding protein",ko
K18659,"homeotic protein bicoid",ko
K10716,"voltage-gated potassium channel",ko
K01215,"glucan 1,6-alpha-glucosidase [EC:3.2.1.70]",ko
K02451,"general secretion pathway protein B",ko
K10106,"vitamin K-dependent gamma-carboxylase [EC:4.1.1.90]",ko
K04655,"hydrogenase expression/formation protein HypE",ko
K15761,"toluene monooxygenase system protein B [EC:1.14.13.236 1.14.13.-]",ko
K01591,"orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]",ko
K22045,"B-cell lymphoma/leukemia 11A",ko
K21771,"G2/mitotic-specific cyclin-B3",ko
K20280,"trafficking protein particle complex subunit 5",ko
K12450,"UDP-glucose 4,6-dehydratase [EC:4.2.1.76]",ko
K14779,"ATP-dependent RNA helicase DDX52/ROK1 [EC:3.6.4.13]",ko
K04668,"left-right determination factor",ko
K14535,"transcription initiation factor TFIID subunit 9",ko
K03411,"chemotaxis protein CheD [EC:3.5.1.44]",ko
K03877,"beta-1,3-galactosyltransferase 5 [EC:2.4.1.-]",ko
K17800,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",ko
K23811,"fatty acid omega-hydroxylase [EC:1.14.-.-]",ko
K04972,"transient receptor potential cation channel subfamily V member 3",ko
K05659,"ATP-binding cassette, subfamily B (MDR/TAP), member 4 [EC:7.6.2.2]",ko
K01850,"chorismate mutase [EC:5.4.99.5]",ko
K00968,"choline-phosphate cytidylyltransferase [EC:2.7.7.15]",ko
K02502,"ATP phosphoribosyltransferase regulatory subunit",ko
K02775,"galactitol PTS system EIIC component",ko
K22714,"polyketide synthase",ko
K03309,"dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family",ko
K07993,"matrix metalloproteinase-11 (stromelysin 3) [EC:3.4.24.-]",ko
K02955,"small subunit ribosomal protein S14e",ko
K00477,"phytanoyl-CoA hydroxylase [EC:1.14.11.18]",ko
K21917,"BTB/POZ domain-containing protein KCTD7/14",ko
K18262,"EGF-containing fibulin-like extracellular matrix protein 1",ko
K01153,"type I restriction enzyme, R subunit [EC:3.1.21.3]",ko
K19259,"HTLV envelope glycoprotein gp62",ko
K06327,"spore coat protein D",ko
K07108,"uncharacterized protein",ko
K01766,"cysteine sulfinate desulfinase [EC:4.4.1.-]",ko
K20312,"TRAPP-associated protein TCA17",ko
K02815,"sorbose PTS system EIID component",ko
K09294,"homeobox protein HoxB/C/D9",ko
K11494,"RCC1 and BTB domain-containing protein",ko
K20998,"polysaccharide biosynthesis protein PslE",ko
K12444,"phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase E [EC:2.3.1.292]",ko
K10674,"ectoine hydroxylase [EC:1.14.11.55]",ko
K04219,"somatostatin receptor 3",ko
K15081,"antagonist of mitotic exit network protein 1",ko
K12976,"lipid A 3-O-deacylase [EC:3.1.1.-]",ko
K17600,"vacuolar protein sorting-associated protein 54",ko
K00808,"homospermidine synthase [EC:2.5.1.44]",ko
K06945,"uncharacterized protein",ko
K11915,"serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]",ko
K11135,"Pin2-interacting protein X1",ko
K11615,"two-component system, CitB family, response regulator MalR",ko
K05548,"MFS transporter, AAHS family, benzoate transport protein",ko
K24260,"WD repeat-containing protein 11",ko
K06126,"ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]",ko
K21495,"antitoxin FitA",ko
K00908,"calcium/calmodulin-dependent protein kinase kinase 1 [EC:2.7.11.17]",ko
K06284,"AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes",ko
K08203,"MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6",ko
K19538,"retinitis pigmentosa 1",ko
K13743,"protein IpgB2",ko
K03496,"chromosome partitioning protein",ko
K04804,"nicotinic acetylcholine receptor alpha-2",ko
K21512,"terminase, large subunit [EC:3.1.21.4]",ko
K14314,"nuclear pore complex protein Nup210",ko
K07705,"two-component system, LytTR family, response regulator LytT",ko
K09441,"GA-binding protein transcription factor, alpha",ko
K00907,"myosin-light-chain kinase [EC:2.7.11.18]",ko
K21311,"norbelladine O-methyltransferase [EC:2.1.1.336]",ko
K18275,"2-formylbenzoate dehydrogenase [EC:1.2.1.78]",ko
K24063,"alpha-syntrophin",ko
K08102,"heparan sulfate 6-O-sulfotransferase HS6ST2 [EC:2.8.2.-]",ko
K01745,"histidine ammonia-lyase [EC:4.3.1.3]",ko
K14058,"tRNA 2-thiocytidine biosynthesis protein TtcA",ko
K11788,"phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]",ko
K22205,"S-adenosyl-L-methionine hydrolase (adenosine-forming) [EC:3.13.1.8]",ko
K04577,"calcitonin receptor-like",ko
K01819,"galactose-6-phosphate isomerase [EC:5.3.1.26]",ko
K08030,"homeobox protein Nkx-6.1",ko
K22381,"E3 ubiquitin-protein ligase ZNF598 [EC:2.3.2.27]",ko
K17616,"CTD small phosphatase-like protein 2 [EC:3.1.3.-]",ko
K01916,"NAD+ synthase [EC:6.3.1.5]",ko
K15014,"solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3",ko
K00610,"aspartate carbamoyltransferase regulatory subunit",ko
K09409,"forkhead box protein P2/4",ko
K02325,"DNA polymerase epsilon subunit 2 [EC:2.7.7.7]",ko
K19372,"DnaJ homolog subfamily C member 27",ko
K09879,"carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]",ko
K00830,"alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]",ko
K02669,"twitching motility protein PilT",ko
K11323,"histone arginine demethylase JMJD6 [EC:1.14.11.-]",ko
K22043,"ArsR family transcriptional regulator, zinc-responsive transcriptional repressor",ko
K14016,"ubiquitin fusion degradation protein 1",ko
K18376,"type III secretion translocon protein HrpF",ko
K05644,"ATP-binding cassette, subfamily A (ABC1), member 4",ko
K19616,"two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]",ko
K05828,"[amino group carrier protein]-L-2-aminoadipate 6-kinase [EC:2.7.2.17]",ko
K03114,"mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]",ko
K07014,"uncharacterized protein",ko
K21033,"cytochrome P450 family 103",ko
K19504,"glucoselysine-6-phosphate deglycase",ko
K13611,"polyketide synthase PksJ",ko
K08572,"cysteine peptidase C [EC:3.4.22.-]",ko
K05666,"ATP-binding cassette, subfamily C (CFTR/MRP), member 2",ko
K16555,"succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]",ko
K19370,"DnaJ homolog subfamily C member 22",ko
K05557,"MFS transporter, DHA2 family, integral membrane protein",ko
K04885,"potassium voltage-gated channel Shab-related subfamily B member 1",ko
K07386,"putative endopeptidase [EC:3.4.24.-]",ko
K03560,"biopolymer transport protein TolR",ko
K16233,"alpha-pyrone synthase",ko
K14296,"nuclear pore complex protein Nup153",ko
K05114,"Eph receptor B6 [EC:2.7.10.1]",ko
K04056,"type III secretion protein O",ko
K23497,"mitochondrial mRNA pseudouridine synthase TRUB2 [EC:5.4.99.-]",ko
K12653,"NLR family member X1",ko
K03665,"GTPase",ko
K21248,"vacuole membrane protein 1",ko
K02372,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]",ko
K00126,"formate dehydrogenase subunit delta [EC:1.17.1.9]",ko
K02236,"leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]",ko
K19984,"exocyst complex component 5",ko
K07406,"alpha-galactosidase [EC:3.2.1.22]",ko
K17398,"DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]",ko
K01713,"cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]",ko
K04264,"thromboxane A2 receptor",ko
K17898,"D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]",ko
K16814,"patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-]",ko
K03293,"amino acid transporter, AAT family",ko
K10240,"cellobiose transport system substrate-binding protein",ko
K19424,"glycosyltransferase EpsF [EC:2.4.-.-]",ko
K03159,"lymphotoxin beta receptor TNFR superfamily member 3",ko
K21976,"probable RcsB/C two-component-system connector, global regulator of biofilm formation and acid-resistance",ko
K09595,"minor histocompatibility antigen H13 [EC:3.4.23.-]",ko
K17367,"microRNA 99a",ko
K12317,"neutral alpha-glucosidase C [EC:3.2.1.20]",ko
K21120,"1,8-cineole 2-endo-monooxygenase [EC:1.14.14.133]",ko
K14171,"alkyl hydroperoxide reductase 1 [EC:1.11.1.24]",ko
K16499,"protocadherin delta 2",ko
K10503,"zinc finger and BTB domain-containing protein 24",ko
K23001,"torsin-1A-interacting protein",ko
K20919,"sigma-54 dependent transcriptional regulator, positive regulator of biofilm formation",ko
K18663,"activating signal cointegrator complex subunit 3 [EC:3.6.4.12]",ko
K19280,"succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26]",ko
K10870,"RAD51-like protein 2",ko
K02039,"phosphate transport system protein",ko
K12153,"phenylalanine N-monooxygenase [EC:1.14.14.40]",ko
K11322,"enhancer of polycomb-like protein",ko
K15633,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",ko
K02913,"large subunit ribosomal protein L33",ko
K17570,"hydrocephalus-inducing protein",ko
K06861,"lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]",ko
K16510,"ribosomal protein S6 kinase alpha-4 [EC:2.7.11.1]",ko
K00467,"lactate 2-monooxygenase [EC:1.13.12.4]",ko
K01113,"alkaline phosphatase D [EC:3.1.3.1]",ko
K06587,"integrin alpha 11",ko
K18785,"beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]",ko
K23385,"D-ornithine/D-lysine decarboxylase [EC:4.1.1.116]",ko
K08590,"2-oxoglutaramate amidase [EC:3.5.1.111]",ko
K22685,"DNA-dependent metalloprotease WSS1 [EC:3.4.24.-]",ko
K16740,"jouberin",ko
K14098,"energy-converting hydrogenase A subunit G",ko
K02593,"nitrogen fixation protein NifT",ko
K21332,"dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]",ko
K03636,"sulfur-carrier protein",ko
K16864,"microRNA 10a",ko
K08290,"Fas-activated serine/threonine kinase [EC:2.7.11.8]",ko
K05725,"focal adhesion kinase 1 [EC:2.7.10.2]",ko
K17296,"tetraspanin-14",ko
K17188,"microRNA 488",ko
K13436,"pto-interacting protein 1 [EC:2.7.11.1]",ko
K06771,"myelin associated glycoprotein",ko
K02574,"ferredoxin-type protein NapH",ko
K01122,"ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]",ko
K09138,"uncharacterized protein",ko
K09697,"sodium transport system ATP-binding protein [EC:7.2.2.4]",ko
K11552,"central kinetochore subunit Mal2/MCM21",ko
K00578,"tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]",ko
K00537,"arsenate reductase (glutaredoxin) [EC:1.20.4.1]",ko
K21498,"antitoxin HigA-1",ko
K03890,"ubiquinol-cytochrome c reductase iron-sulfur subunit",ko
K04682,"transcription factor E2F4/5",ko
K12374,"arylsulfatase D/F/H [EC:3.1.6.-]",ko
K11898,"type VI secretion system protein ImpE",ko
K16459,"centrosomal protein CEP120",ko
K22913,"phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]",ko
K03826,"putative acetyltransferase [EC:2.3.1.-]",ko
K20933,"hydrazine synthase subunit [EC:1.7.2.7]",ko
K12035,"tripartite motif-containing protein 71 [EC:2.3.2.27]",ko
K22586,"ethanol O-acetyltransferase [EC:2.3.1.268]",ko
K18558,"NADH-dependent fumarate reductase subunit C",ko
K12709,"8-demethylnovobiocic acid synthase [EC:6.3.1.15]",ko
K14706,"solute carrier family 26 (sulfate anion transporter), member 9",ko
K04811,"nicotinic acetylcholine receptor alpha-10",ko
K00515,"beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]",ko
K17333,"nuclear factor of activated T-cells, cytoplasmic 3",ko
K22059,"(+)-gamma-cadinene synthase [EC:4.2.3.92]",ko
K17485,"cyclo(L-leucyl-L-leucyl) synthase [EC:2.3.2.22]",ko
K01236,"maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]",ko
K05012,"chloride channel 3/4/5",ko
K03520,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]",ko
K00187,"2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]",ko
K22954,"acyl homoserine lactone synthase [EC:2.3.1.184]",ko
K18835,"WRKY transcription factor 2",ko
K12773,"sporulation-regulated protein 3",ko
K13545,"red chlorophyll catabolite reductase [EC:1.3.7.12]",ko
K19338,"LysR family transcriptional regulator, nitrogen assimilation regulatory protein",ko
K21603,"two-component system, OmpR family, flagellar system response regulator FtcR",ko
K16243,"phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]",ko
K14930,"small nucleolar RNA snR83",ko
K01187,"alpha-glucosidase [EC:3.2.1.20]",ko
K06137,"pyrroloquinoline-quinone synthase [EC:1.3.3.11]",ko
K22562,"COMM domain containing 6",ko
K18912,"gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]",ko
K12511,"tight adherence protein C",ko
K05368,"NAD(P)H-flavin reductase [EC:1.5.1.41]",ko
K06381,"stage II sporulation protein D",ko
K12370,"dipeptide transport system permease protein",ko
K17778,"mitochondrial import inner membrane translocase subunit TIM10",ko
K00981,"phosphatidate cytidylyltransferase [EC:2.7.7.41]",ko
K24313,"SH3 domain and tetratricopeptide repeat-containing protein",ko
K24626,"MICOS complex subunit MIC27",ko
K02597,"nitrogen fixation protein NifZ",ko
K22662,"NACHT, LRR and PYD domains-containing protein 8",ko
K01073,"acyl-CoA hydrolase [EC:3.1.2.20]",ko
K05157,"tumor necrosis factor receptor superfamily member 21",ko
K23156,"mycolipenoyl-CoA---2-(long-chain-fatty acyl)-trehalose mycolipenoyltransferase / long-chain-acyl-CoA---trehalose acyltransferase [EC:2.3.1.278 2.3.1.279]",ko
K20486,"lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]",ko
K20619,"cytochrome P450 family 78 subfamily A",ko
K04908,"potassium voltage-gated channel Eag-related subfamily H member 5",ko
K15590,"transcription factor EB",ko
K21066,"A-kinase anchor protein 18",ko
K17823,"DCN1-like protein 3",ko
K13012,"O-antigen biosynthesis protein WbqP",ko
K12198,"charged multivesicular body protein 5",ko
K23572,"microRNA 34c",ko
K23128,"HBV large envelope protein",ko
K22317,"acyl-CoA:acyl-CoA alkyltransferase [EC:2.3.3.20]",ko
K08311,"putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]",ko
K13167,"splicing factor, arginine/serine-rich 15",ko
K07657,"two-component system, OmpR family, phosphate regulon response regulator PhoB",ko
K06767,"Down syndrome cell adhesion molecule",ko
K23804,"GON-4-like protein",ko
K08544,"testicular receptor 4",ko
K22312,"hydroxyjasmonate sulfotransferase [EC:2.8.2.39]",ko
K09292,"protein TFG",ko
K12230,"phosphoinositide 3-kinase adapter protein 1",ko
K16553,"succinoglycan exporter",ko
K15731,"carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]",ko
K04588,"secretin receptor",ko
K22219,"dibenzothiophene monooxygenase [EC:1.14.14.21]",ko
K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family",ko
K22294,"TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator",ko
K07443,"methylated-DNA-protein-cysteine methyltransferase related protein",ko
K07350,"minor fimbrial subunit",ko
K02376,"frizzled 6",ko
K00251,"3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]",ko
K12389,"battenin",ko
K14602,"2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase large subunit",ko
K06579,"Rhesus blood group glycoprotein",ko
K20434,"cyclitol reductase",ko
K20007,"potassium channel subfamily K member 18",ko
K05202,"glutamate receptor, ionotropic kainate 2",ko
K19834,"terpentetriene synthase [EC:4.2.3.36]",ko
K16901,"anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]",ko
K17850,"LysR family transcriptional regulator, regulator of gene expression of beta-lactamase",ko
K20872,"NIMA (never in mitosis gene a)-related kinase 2 [EC:2.7.11.1]",ko
K06163,"alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]",ko
K14384,"solute carrier family 5 (low affinity sodium-glucose cotransporter), member 4",ko
K09965,"uncharacterized protein",ko
K12805,"NLR family CARD domain-containing protein 4",ko
K11253,"histone H3",ko
K09840,"9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]",ko
K02582,"nerve growth factor, beta",ko
K01699,"propanediol dehydratase large subunit [EC:4.2.1.28]",ko
K15767,"2-aminobenzenesulfonate 2,3-dioxygenase subunit beta [EC:1.14.12.14]",ko
K08228,"MFS transporter, LAT3 family, solute carrier family 43, member 1",ko
K00942,"guanylate kinase [EC:2.7.4.8]",ko
K06289,"spore germination protein AB",ko
K09107,"sterol regulatory element-binding transcription factor 2",ko
K01384,"wingless-type MMTV integration site family, member 11",ko
K06905,"uncharacterized protein",ko
K00721,"dolichol-phosphate mannosyltransferase [EC:2.4.1.83]",ko
K03190,"urease accessory protein",ko
K00215,"4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]",ko
K16068,"disintegrin and metalloproteinase domain-containing protein 22 [EC:3.4.24.-]",ko
K11064,"monocyte to macrophage differentiation protein",ko
K24084,"quorum-quenching protein AidA",ko
K16447,"oxidation protein CepG",ko
K22977,"capsule synthesis positive regulator AcpA",ko
K01668,"tyrosine phenol-lyase [EC:4.1.99.2]",ko
K04462,"[histone H3]-lysine9 N-methyltransferase (ecotropic virus integration site 1 protein) [EC:2.1.1.367]",ko
K08189,"MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 13",ko
K16929,"energy-coupling factor transport system substrate-specific component",ko
K23638,"antileukoproteinase",ko
K17478,"FK506-binding protein 15",ko
K03006,"DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]",ko
K21162,"enediyne biosynthesis protein E4",ko
K10349,"Fem-1 homolog b",ko
K06076,"long-chain fatty acid transport protein",ko
K05330,"potassium inwardly-rectifying channel subfamily J, other",ko
K03746,"DNA-binding protein H-NS",ko
K14786,"protein KRI1",ko
K06635,"securin",ko
K07881,"Ras-related protein Rab-14",ko
K08508,"synaptosomal-associated protein 23",ko
K02536,"UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]",ko
K06045,"squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]",ko
K19672,"intraflagellar transport protein 140",ko
K19738,"calcium homeostasis modulator protein 1",ko
K17757,"ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]",ko
K24106,"SARS coronavirus nucleocapsid protein",ko
K19729,"guanine nucleotide-binding protein G(t) subunit alpha 3",ko
K16230,"transcriptional activator HAC1",ko
K23950,"MAGE-like protein 2",ko
K17781,"mitochondrial import inner membrane translocase subunit TIM13",ko
K11183,"multiphosphoryl transfer protein [EC:2.7.1.202]",ko
K22566,"COMM domain containing 10",ko
K22758,"coiled-coil-helix-coiled-coil-helix domain-containing protein 2",ko
K08204,"MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7",ko
K00768,"nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]",ko
K06238,"collagen type VI alpha",ko
K20814,"Pup amidohydrolase [EC:3.5.1.119]",ko
K12790,"intimin",ko
K09542,"crystallin, alpha B",ko
K20895,"formylaminopyrimidine deformylase [EC:3.5.1.-]",ko
K12525,"bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]",ko
K19603,"mitogen-activated protein kinase 15 [EC:2.7.11.24]",ko
K20475,"protein transport protein SEC39",ko
K10761,"tRNA(His) guanylyltransferase [EC:2.7.7.79]",ko
K08045,"adenylate cyclase 5 [EC:4.6.1.1]",ko
K18044,"tyrosine-protein phosphatase-like protein OCA2",ko
K08195,"MFS transporter, AAHS family, 4-hydroxybenzoate transporter",ko
K16391,"pimaricinolide synthase, loading module",ko
K20272,"TraR antiactivator",ko
K22350,"manganese oxidase [EC:1.16.3.3]",ko
K12984,"(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]",ko
K05941,"glutathione gamma-glutamylcysteinyltransferase [EC:2.3.2.15]",ko
K12234,"coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]",ko
K17874,"9-divinyl ether synthase [EC:4.2.1.121]",ko
K00836,"diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]",ko
K05961,"deoxynucleoside kinase [EC:2.7.1.145]",ko
K00769,"xanthine phosphoribosyltransferase [EC:2.4.2.22]",ko
K07242,"putative multicomponent Na+:H+ antiporter subunit B",ko
K02578,"heparan sulfate N-deacetylase/N-sulfotransferase NDST3 [EC:3.1.1.- 2.8.2.-]",ko
K01913,"acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]",ko
K06274,"vasodilator-stimulated phosphoprotein",ko
K03575,"A/G-specific adenine glycosylase [EC:3.2.2.31]",ko
K21117,"cytochrome P450 family 114",ko
K00733,"xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]",ko
K19686,"ribonuclease VapC [EC:3.1.-.-]",ko
K21662,"KSHV FLICE inhibitory protein",ko
K04510,"vang-like",ko
K00932,"propionate kinase [EC:2.7.2.15]",ko
K02141,"F-type H+-transporting ATPase subunit h",ko
K03747,"Smg protein",ko
K23521,"protopanaxadiol-type ginsenoside 3-O-glucosyltransferase [EC:2.4.1.364]",ko
K09364,"POU domain transcription factor, class 2",ko
K19438,"HSV1 RNA-binding protein",ko
K22982,"hydroxypyruvate reductase [EC:1.1.1.81]",ko
K08582,"calpain-15 [EC:3.4.22.-]",ko
K20668,"defensin",ko
K18988,"serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]",ko
K06348,"sporulation inhibitor KapD",ko
K15827,"formate hydrogenlyase subunit 2",ko
K06815,"glycosylation dependent cell adhesion molecule 1",ko
K12593,"M-phase phosphoprotein 6, animal type",ko
K24364,"COP9 signalosome complex subunit 12",ko
K13327,"dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase [EC:1.1.1.384]",ko
K14520,"4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]",ko
K17101,"E74-like factor 5",ko
K07047,"N-substituted formamide deformylase [EC:3.5.1.91]",ko
K13547,"L-glutamine:2-deoxy-scyllo-inosose/3-amino-2,3-dideoxy-scyllo-inosose aminotransferase [EC:2.6.1.100 2.6.1.101]",ko
K12337,"inositol 1,4,5-triphosphate receptor-associated cGMP kinase substrate",ko
K18662,"malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]",ko
K05573,"NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]",ko
K22916,"Vi polysaccharide biosynthesis protein TviE",ko
K23472,"serine/threonine protein kinase YpkA [EC:2.7.11.1]",ko
K12516,"putative surface-exposed virulence protein",ko
K12610,"mRNA-decapping enzyme 1A [EC:3.-.-.-]",ko
K22377,"E3 ubiquitin-protein ligase listerin [EC:2.3.2.27]",ko
K01157,"recombination-promoting nuclease RpnA [EC:3.1.21.-]",ko
K16245,"phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]",ko
K15927,"oxygenase",ko
K07044,"uncharacterized protein",ko
K02226,"alpha-ribazole phosphatase [EC:3.1.3.73]",ko
K09580,"protein disulfide-isomerase A1 [EC:5.3.4.1]",ko
K15605,"krueppel-like factor 3",ko
K07623,"gap junction beta-4 protein",ko
K03331,"L-xylulose reductase [EC:1.1.1.10]",ko
K04383,"interleukin 1 alpha",ko
K00218,"protochlorophyllide reductase [EC:1.3.1.33]",ko
K23233,"D-octopine dehydrogenase [EC:1.5.1.11]",ko
K22761,"DNA-directed primase/polymerase protein [EC:2.7.7.102 2.7.7.7]",ko
K24067,"Tax1-binding protein 3",ko
K00734,"galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]",ko
K08907,"light-harvesting complex I chlorophyll a/b binding protein 1",ko
K23536,"general nucleoside transport system permease protein",ko
K09090,"hairy and enhancer of split, invertebrate",ko
K18655,"ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13]",ko
K04143,"adrenergic receptor beta-3",ko
K22771,"flavonol-3-O-L-rhamnoside-7-O-glucosyltransferase [EC:2.4.1.-]",ko
K08999,"uncharacterized protein",ko
K14857,"AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]",ko
K17222,"L-cysteine S-thiosulfotransferase [EC:2.8.5.2]",ko
K02058,"simple sugar transport system substrate-binding protein",ko
K07862,"serine/threonine transporter",ko
K05712,"3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]",ko
K07865,"Ras homolog gene family, member U",ko
K08986,"putative membrane protein",ko
K11421,"[histone H3]-N6,N6-dimethyl-lysine9 N-methyltransferase [EC:2.1.1.366]",ko
K09932,"uncharacterized protein",ko
K03202,"type IV secretion system protein VirB7",ko
